#mFISH-survey output
#output UTC: Sunday, 02. February 2020 05:28:07PM
#source directory: /home/imaging/surveyNAS02/nas02_survey01_data/IntegrationTest/1001844875
#manifest init time: 2020-01-28T21:34:47.125000+00:00
#decoding dim: 2
,1700022I11Rik,1810046K07Rik,5031425F14Rik,5730522E02Rik,Acta2,Adam2,Adamts2,Adamts4,Adra1b,Alk,Ankfn1,Ano4,Aqp4,Asic4,B4galnt2,B4galnt3,Barx2,Bcl11b,Bdnf,Bgn,Blank-1,Blank-10,Blank-2,Blank-3,Blank-4,Blank-5,Blank-6,Blank-7,Blank-8,Blank-9,Blnk,Bmpr1b,Brinp3,C1ql3,C1qtnf7,Cacng5,Calb1,Calb2,Camk2d,Car3,Cbln2,Cbln4,Ccbe1,Ccdc162,Ccdc3,Ccdc80,Ccnb1,Cd14,Cd24a,Cd52,Cdca7,Cdcp1,Cdh12,Cdh13,Cdh20,Cdh9,Ceacam9,Cemip,Chat,Chn2,Chodl,Chrm2,Chrna2,Cldn5,Clrn1,Cnr1,Cntnap5b,Cobll1,Col14a1,Col15a1,Col23a1,Col24a1,Col25a1,Corin,Cplx3,Crhr2,Crispld2,Cspg4,Ctss,Cux2,Cxcl14,Daam2,Dmkn,Dnase1l3,Dscaml1,Egfem1,Egfr,Egln3,Egr2,Elfn1,Enpp6,Epha7,Fam19a2,Fam84b,Fbxl7,Fezf2,Flrt3,Flt1,Fndc7,Fosb,Foxp2,Frem2,Fst,Gad1,Gad2,Gfap,Glra1,Gpc6,Grik1,Grin3a,Grm1,Grm8,Hpse,Hs3st5,Igf2,Igfbp4,Igfbp5,Igfbp6,Ikzf2,Il1rapl2,Il4ra,Inpp4b,Iqgap2,Itgb8,Kcng1,Kcnj8,L3mbtl4,Lama3,Lamp5,Lhx6,Lmo1,Lsp1,Ltf,Luzp2,Lypd1,Lyzl4,March1,Marcksl1,Meis2,Moxd1,Mrc1,Mrgprx2,Muc20,Mup5,Myh14,Ndst4,Nhs,Nkain3,Nnmt,Nos1,Npas1,Npnt,Npsr1,Npy2r,Nr2f2,Nr4a1,Nr4a2,Ntng2,Nxph1,Nxph2,Nxph4,Olah,Olfm3,Opalin,Oprk1,Osr1,Otof,Parm1,Pcdh8,Pde11a,Pdgfc,Pdgfra,Pdlim5,Penk,Phactr2,Plch1,Plcxd3,Pld5,Plekhg3,Pou3f1,Pou3f3,Pou6f2,Prdm8,Prok2,Prokr2,Prox1,Prr16,Prss12,Prss23,Ptger3,Ptprk,Ptprm,Ptprt,Ptpru,Pvalb,Pxdc1,Rab3b,Ramp1,Reln,Rerg,Rfx3,Rgs5,Rgs6,Rnf152,Ror1,Rorb,Rprml,Rspo1,Rxfp1,Rxfp2,Satb2,Scgn,Sema3e,Sema5a,Serpinf1,Sertm1,Sgcd,Shisa9,Slc17a6,Slc17a7,Slc17a8,Slc25a13,Slc30a3,Slc32a1,Slc44a5,Slco5a1,Sncg,Sox10,Sox6,Sp8,Spon1,Sst,St6galnac5,Sulf1,Sulf2,Syndig1,Syt10,Syt6,Tac2,Tbc1d4,Tcap,Teddm3,Tenm3,Th,Thbs2,Thsd7a,Timp3,Tmem163,Tmtc2,Tnfaip6,Tox,Trp53i11,Trpc4,Trpc6,Tshz2,Tunar,Ubash3b,Unc13c,Unc5b,Unc5d,Ust,Vip,Vipr2,Vtn,Vwc2,Wipf3,Wnt7b,Zfp804b,area,position,total_reads,simpleClass
2238,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,1,1,1,1,0,0,1,0,2,0,0,44,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,48,0,0,0,2,0,0,2,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,0,0,0,0,2,6,0,0,0,14,8,0,1,0,2,1,0,1,0,2,0,0,0,26,0,0,0,0,0,0,0,0,2,0,200,0,0,4,0,0,1,0,0,0,3,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1,0,23,1,1,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,0,0,3,0,1,0,0,0,0,4,0,0,2,18,0,54,0,1,1,4,0,6,0,0,0,20,2,0,0,6,0,0,0,0,2,0,0,3,416,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,10,1,0,5,8,0,0,249.48000000000948,[2924.66337076 5542.9830543 ],1115,107
2239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,16,4,0,0,0,2,0,0,0,0,2,0,0,4,8,0,0,1,0,0,0,0,0,0,0,44,2,0,0,0,0,1,1,0,0,2,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,10,0,2,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,32,0,4,0,0,0,1,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,206,0,0,1,0,1,1,0,0,0,0,1,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,6,0,0,3,0,0,1,136.0800000000062,[2921.96337076 5007.4830543 ],486,107
2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,8,0,8,0,0,0,0,1,1,0,0,1,8,1,1,0,5,0,0,0,0,0,0,0,1,144,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,126.36000000000017,[2922.41337076 5048.8830543 ],283,105
2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,32,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,16,6,2,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,84,0,0,2,0,0,0,0,0,0,0,1,0,0,0,16,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,8,0,0,0,2,0,1,0,0,0,10,1,0,0,2,0,0,0,0,0,0,0,1,374,0,1,2,0,0,0,0,0,1,0,0,20,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2,0,0,2,2,0,0,302.93999999999943,[2927.36337076 5213.1330543 ],712,105
2242,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,1,1,0,0,0,1,0,0,0,0,1,6,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,14,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,58,2,0,0,0,0,0,1,0,0,0,1,0,0,0,12,0,2,0,0,0,1,0,1,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,0,2,22,1,2,0,0,0,2,0,1,0,0,0,14,0,0,0,3,0,0,0,1,0,0,0,1,118,0,1,1,1,1,0,0,0,0,0,0,16,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,6,1,0,0,113.39999999999509,[2921.96337076 5237.8830543 ],378,107
2243,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,1,20,0,0,0,1,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,1,4,0,3,0,0,0,1,0,0,0,0,0,0,0,126,142,0,0,0,0,4,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,16,6,0,0,0,1,0,4,0,0,0,0,0,0,0,14,0,1,0,0,2,0,0,3,0,0,0,3,0,1,0,0,0,1,4,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,18,0,78,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,2,0,64,0,0,0,0,0,1,0,0,0,0,0,298,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,5,1,0,1,2,0,0,2,0,0,0,262.44000000000887,[2926.46337076 4984.9830543 ],911,107
2244,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,88,0,2,1,4,0,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,0,0,0,0,0,0,1,0,0,3,0,1,0,3,2,1,0,0,0,0,0,1,1,0,5,10,2,0,0,0,0,0,0,2,0,1,0,30,12,0,2,0,2,0,2,0,0,3,0,0,1,50,0,0,0,0,0,0,0,0,0,0,268,1,0,10,0,0,0,0,0,0,2,0,0,1,0,12,0,0,0,0,2,0,0,3,0,0,0,11,1,2,0,0,0,0,3,0,0,0,0,0,3,0,1,1,0,18,0,0,0,0,1,3,1,0,1,2,0,0,0,2,0,0,2,0,0,2,38,0,90,0,0,1,5,0,4,0,0,0,32,4,0,0,5,0,0,0,0,0,0,4,8,480,0,2,1,0,0,0,0,0,0,0,0,26,0,1,1,2,0,0,18,0,0,0,5,0,0,0,1,0,1,0,0,2,2,0,2,0,0,2,0,3,1,36,0,1,5,8,0,0,261.6300000000017,[2926.91337076 5322.9330543 ],1525,235
2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,4,0,0,121.5,[2922.86337076 5581.2330543 ],304,96
2246,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,0,0,1,0,0,0,3,0,0,0,8,2,0,0,1,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,0,1,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,22,0,0,0,7,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,3,160,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,8,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,1,0,8,0,0,3,1,0,0,103.67999999999803,[2926.46337076 5116.3830543 ],400,225
2247,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,1,0,0,1,0,0,1,1,0,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,1,0,0,0,0,0,3,0,2,0,1,6,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,110,32,0,0,1,1,0,1,0,0,2,0,0,0,54,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,1,1,2,0,4,0,0,0,0,20,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,2,1,1,1,2,0,0,16,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,26,0,24,0,0,0,4,0,3,0,0,0,8,1,1,0,1,0,1,0,0,0,0,2,2,312,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,158,0,0,1,3,0,0,421.19999999999345,[2928.26337076 5789.5830543 ],1291,99
2248,0,0,0,1,1,0,0,1,0,0,0,0,1,1,2,1,0,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,86,0,0,2,3,0,0,2,1,0,1,5,0,172,0,0,2,2,0,2,0,13,0,0,1,1,0,1,0,26,1,0,0,0,0,0,2,1,0,4,3,2,0,0,0,0,0,0,2,0,0,1,0,0,5,11,4,0,0,1,1,0,3,7,0,0,0,848,192,0,1,1,11,1,6,2,0,1,0,0,1,28,0,1,0,0,4,0,0,0,0,0,180,6,2,8,0,2,0,3,0,0,3,2,0,0,0,22,2,3,0,0,2,1,0,2,0,1,0,21,0,1,0,14,0,1,3,0,0,1,0,6,1,0,7,1,0,22,0,0,1,0,0,6,0,0,1,2,1,1,0,0,0,1,0,10,0,0,168,0,250,0,0,5,20,0,2,0,0,1,28,7,0,0,1,0,0,0,0,1,1,5,6,416,0,1,1,4,2,1,2,0,0,0,0,26,0,0,5,1,0,1,30,0,0,2,3,0,0,2,0,2,4,2,0,0,5,1,8,0,4,0,0,0,0,30,0,0,10,8,1,0,652.8600000000154,[2932.76337076 5132.1330543 ],2887,107
2249,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,56,1,0,0,0,0,0,0,0,0,1,1,1,32,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,86,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,4,4,1,0,0,0,1,0,0,2,0,0,0,22,4,0,1,1,1,0,1,3,0,0,0,0,1,20,0,0,0,0,0,0,2,0,0,0,102,0,0,2,0,0,0,0,1,0,2,1,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,8,5,0,0,1,0,0,1,0,0,1,3,1,1,0,1,0,0,8,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,3,0,2,1,24,0,16,1,0,0,2,0,6,0,0,0,26,0,0,0,5,0,0,0,0,0,0,0,4,318,0,1,1,0,2,0,0,1,0,1,0,16,0,0,0,1,0,2,26,0,0,1,3,0,0,0,1,0,1,1,0,1,2,1,1,0,0,0,1,1,1,4,0,0,4,4,0,0,194.40000000000737,[2930.51337076 5458.3830543 ],911,235
2250,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,28,4,0,1,1,5,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,9,0,1,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,6,0,0,0,1,0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,1,1,2,268,0,0,1,0,0,0,1,0,1,0,0,14,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,8,1,0,1,0,0,0,207.36000000000917,[2931.86337076 5035.3830543 ],560,105
2251,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,2,0,0,0,1,2,1,0,0,1,1,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,84,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,4,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,20,4,0,1,1,0,0,2,0,0,2,0,0,1,50,0,0,1,0,0,0,3,0,1,0,156,1,0,0,0,0,0,0,2,0,3,0,0,0,0,14,0,1,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,4,0,1,0,0,0,0,1,0,0,2,0,1,2,26,0,2,0,0,0,2,0,4,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,2,440,0,2,1,1,0,0,0,0,1,0,1,12,0,0,0,1,1,0,16,0,0,0,10,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,6,0,0,6,5,0,0,307.7999999999902,[2933.66337076 5633.4330543 ],1039,105
2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,28,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,181.4399999999933,[2933.66337076 5407.0830543 ],744,97
2253,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,2,0,1,1,2,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,1,0,0,0,3,2,0,0,2,2,0,0,0,1,2,0,0,0,0,4,2,0,0,0,0,0,0,1,1,0,0,0,14,6,0,1,2,1,0,3,0,0,1,0,0,0,56,0,0,0,0,0,0,1,0,0,0,106,1,0,1,0,0,0,4,0,0,9,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,3,0,0,0,0,0,0,1,0,2,1,1,0,0,16,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,38,0,0,0,3,0,2,0,0,0,10,2,0,0,1,0,0,0,0,2,1,1,1,360,0,1,0,0,0,0,0,0,0,0,0,8,0,0,3,0,1,0,6,0,0,1,0,0,0,0,1,0,1,2,0,1,1,0,1,0,0,1,0,0,0,8,0,0,7,11,0,1,234.0899999999986,[2934.11337076 5771.1330543 ],906,107
2254,1,0,0,1,9,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,136,0,0,6,0,0,4,2,1,0,3,1,0,228,1,1,1,6,0,0,0,2,1,0,0,0,3,3,0,30,2,0,0,2,0,0,11,1,0,12,5,12,1,2,0,3,3,0,3,1,1,0,1,4,13,6,1,0,0,0,4,0,3,0,0,0,0,724,728,0,1,5,3,7,12,1,3,3,0,0,3,6,0,0,0,1,2,1,0,0,2,0,66,14,1,2,0,2,0,11,1,0,12,3,0,1,0,42,0,5,0,0,3,0,4,3,0,0,0,8,0,5,1,5,0,1,19,1,0,2,4,0,8,0,12,12,3,20,0,0,1,0,0,5,3,0,4,3,0,2,0,0,0,0,3,4,0,10,66,0,566,0,6,13,15,0,6,0,0,2,12,5,0,0,1,0,2,0,1,0,1,4,5,132,0,2,4,3,5,3,0,0,3,1,1,1486,0,1,8,1,0,1,28,2,1,7,0,0,0,11,9,0,4,0,3,0,3,3,5,2,6,3,2,0,5,48,3,0,16,2,1,1,526.5000000000123,[2938.61337076 5096.5830543 ],4870,107
2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,176,1,4,0,0,0,0,0,0,0,1,2,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,10,2,0,0,0,1,0,2,3,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,440,0,0,3,0,0,0,0,0,0,1,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,1,26,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,34,0,16,0,0,1,2,0,5,0,0,0,12,0,0,0,2,0,1,0,0,0,0,3,1,874,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,3,4,0,0,356.4000000000033,[2938.16337076 5605.0830543 ],1857,97
2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8099999999997545,[2929.61337076 5129.4330543 ],0,0
2257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,0,0,2,10,6,0,0,4,0,0,1,0,0,1,2,2,274,0,0,2,0,0,1,0,0,0,0,0,6,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,207.35999999999606,[2936.36337076 5202.7830543 ],446,105
2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,312,0,0,0,0,0,2,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,220.32000000000443,[2939.51337076 4975.0830543 ],467,96
