#mFISH-survey output
#output UTC: Sunday, 02. February 2020 05:28:07PM
#source directory: /home/imaging/surveyNAS02/nas02_survey01_data/IntegrationTest/1001844875
#manifest init time: 2020-01-28T21:34:47.125000+00:00
#decoding dim: 2
,1700022I11Rik,1810046K07Rik,5031425F14Rik,5730522E02Rik,Acta2,Adam2,Adamts2,Adamts4,Adra1b,Alk,Ankfn1,Ano4,Aqp4,Asic4,B4galnt2,B4galnt3,Barx2,Bcl11b,Bdnf,Bgn,Blank-1,Blank-10,Blank-2,Blank-3,Blank-4,Blank-5,Blank-6,Blank-7,Blank-8,Blank-9,Blnk,Bmpr1b,Brinp3,C1ql3,C1qtnf7,Cacng5,Calb1,Calb2,Camk2d,Car3,Cbln2,Cbln4,Ccbe1,Ccdc162,Ccdc3,Ccdc80,Ccnb1,Cd14,Cd24a,Cd52,Cdca7,Cdcp1,Cdh12,Cdh13,Cdh20,Cdh9,Ceacam9,Cemip,Chat,Chn2,Chodl,Chrm2,Chrna2,Cldn5,Clrn1,Cnr1,Cntnap5b,Cobll1,Col14a1,Col15a1,Col23a1,Col24a1,Col25a1,Corin,Cplx3,Crhr2,Crispld2,Cspg4,Ctss,Cux2,Cxcl14,Daam2,Dmkn,Dnase1l3,Dscaml1,Egfem1,Egfr,Egln3,Egr2,Elfn1,Enpp6,Epha7,Fam19a2,Fam84b,Fbxl7,Fezf2,Flrt3,Flt1,Fndc7,Fosb,Foxp2,Frem2,Fst,Gad1,Gad2,Gfap,Glra1,Gpc6,Grik1,Grin3a,Grm1,Grm8,Hpse,Hs3st5,Igf2,Igfbp4,Igfbp5,Igfbp6,Ikzf2,Il1rapl2,Il4ra,Inpp4b,Iqgap2,Itgb8,Kcng1,Kcnj8,L3mbtl4,Lama3,Lamp5,Lhx6,Lmo1,Lsp1,Ltf,Luzp2,Lypd1,Lyzl4,March1,Marcksl1,Meis2,Moxd1,Mrc1,Mrgprx2,Muc20,Mup5,Myh14,Ndst4,Nhs,Nkain3,Nnmt,Nos1,Npas1,Npnt,Npsr1,Npy2r,Nr2f2,Nr4a1,Nr4a2,Ntng2,Nxph1,Nxph2,Nxph4,Olah,Olfm3,Opalin,Oprk1,Osr1,Otof,Parm1,Pcdh8,Pde11a,Pdgfc,Pdgfra,Pdlim5,Penk,Phactr2,Plch1,Plcxd3,Pld5,Plekhg3,Pou3f1,Pou3f3,Pou6f2,Prdm8,Prok2,Prokr2,Prox1,Prr16,Prss12,Prss23,Ptger3,Ptprk,Ptprm,Ptprt,Ptpru,Pvalb,Pxdc1,Rab3b,Ramp1,Reln,Rerg,Rfx3,Rgs5,Rgs6,Rnf152,Ror1,Rorb,Rprml,Rspo1,Rxfp1,Rxfp2,Satb2,Scgn,Sema3e,Sema5a,Serpinf1,Sertm1,Sgcd,Shisa9,Slc17a6,Slc17a7,Slc17a8,Slc25a13,Slc30a3,Slc32a1,Slc44a5,Slco5a1,Sncg,Sox10,Sox6,Sp8,Spon1,Sst,St6galnac5,Sulf1,Sulf2,Syndig1,Syt10,Syt6,Tac2,Tbc1d4,Tcap,Teddm3,Tenm3,Th,Thbs2,Thsd7a,Timp3,Tmem163,Tmtc2,Tnfaip6,Tox,Trp53i11,Trpc4,Trpc6,Tshz2,Tunar,Ubash3b,Unc13c,Unc5b,Unc5d,Ust,Vip,Vipr2,Vtn,Vwc2,Wipf3,Wnt7b,Zfp804b,area,position,total_reads,simpleClass
638,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,18,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,318,138,2,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,2,0,0,2,1,0,0,0,20,1,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,56,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,24,0,0,0,0,1,0,0,0,1,0,0,348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,1,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,89.09999999999673,[2028.26337076 5198.7330543 ],1105,107
639,0,0,0,0,0,0,0,2,0,2,0,1,1,0,1,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,112,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,98,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,10,1,0,0,0,0,0,0,3,0,0,0,756,158,0,0,0,7,0,0,1,0,1,0,0,0,8,0,0,0,0,1,0,1,0,1,0,16,3,2,0,0,1,0,5,0,1,5,0,0,2,0,14,4,1,1,0,1,0,1,2,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,8,2,2,2,0,1,10,0,2,3,0,0,1,0,0,1,0,0,0,0,0,7,0,0,6,0,0,178,0,178,0,0,5,7,1,0,0,0,0,16,2,0,0,0,0,1,0,1,0,1,5,0,52,0,3,4,6,2,0,0,0,1,0,4,22,1,1,7,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,10,0,8,0,0,1,0,16,3,0,16,12,0,0,353.9700000000122,[2034.11337076 5716.2330543 ],1892,107
640,0,0,0,1,0,2,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,44,0,0,1,3,1,1,0,4,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,9,2,0,0,0,0,0,0,3,1,0,0,700,68,0,0,1,5,0,1,0,0,0,0,1,1,10,0,0,0,0,0,1,1,0,0,0,14,13,0,2,0,3,0,4,0,0,3,0,0,1,0,14,5,0,0,0,0,1,1,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,1,2,0,2,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,15,0,2,184,0,94,0,0,2,6,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,60,0,3,2,7,2,1,0,0,0,2,0,22,0,0,10,1,1,0,24,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,8,1,4,1,1,0,0,6,0,0,17,5,0,0,289.16999999999786,[2031.41337076 5875.5330543 ],1498,107
641,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,28,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,64,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6,2,0,0,0,1,0,0,3,0,0,0,270,88,0,0,0,4,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,8,9,0,1,0,0,0,5,0,0,0,0,0,0,0,6,1,1,0,0,0,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,54,0,104,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,20,0,0,0,0,1,0,0,1,0,0,0,2,1,0,8,1,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,10,0,0,6,2,0,0,261.6300000000087,[2031.41337076 5986.2330543 ],773,99
642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,2,1,0,0,0,2,0,0,0,0,0,38,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,18,6,0,1,0,2,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,1,3,0,1,32,0,34,0,0,1,2,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,218,0,0,0,0,2,0,1,0,1,0,0,32,0,0,1,1,0,0,6,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,262.4400000000015,[2031.86337076 6317.8830543 ],593,107
643,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,1,0,26,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,20,0,0,3,0,0,0,1,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,48,0,36,0,0,0,3,0,2,0,0,0,22,2,1,0,4,0,0,0,0,0,1,1,1,384,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,4,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,136.08000000000132,[2031.86337076 5442.1830543 ],660,105
644,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,3,0,0,0,0,0,0,1,2,1,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,1,0,0,1,0,0,0,0,4,2,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,14,0,0,5,0,0,0,1,0,0,2,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,5,0,0,1,0,0,0,0,1,1,1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,10,0,0,1,1,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,250,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,12,0,0,0,0,0,0,6,0,0,2,1,0,0,246.23999999999248,[2034.11337076 6192.7830543 ],457,104
645,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,18,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,181.43999999999738,[2033.66337076 5067.7830543 ],178,104
646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0,1,0,0,0,6,2,0,0,0,2,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,2,1,3,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,6,0,30,2,0,0,4,0,0,0,0,0,16,3,0,0,5,0,0,0,0,0,0,2,0,230,0,0,0,0,0,1,0,0,0,1,0,8,0,0,1,0,0,0,6,1,0,2,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,2,5,0,0,181.4400000000064,[2036.36337076 6552.7830543 ],502,105
647,1,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,6,0,1,1,1,0,0,1,0,78,0,0,2,1,0,0,0,0,0,0,1,2,0,1,0,18,0,0,0,1,0,2,0,0,0,0,3,1,0,0,2,1,0,0,0,0,0,0,0,0,8,11,0,1,0,0,0,0,2,5,0,0,0,20,6,0,0,0,2,0,2,1,1,2,0,0,3,30,0,0,0,0,0,0,1,0,0,0,28,0,1,4,1,2,0,3,1,0,1,0,0,2,0,16,1,0,0,0,0,0,1,1,0,0,0,21,2,5,0,10,0,0,0,0,0,0,1,1,1,0,2,0,0,14,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,1,6,1,3,5,22,0,62,1,0,3,5,0,4,0,0,0,28,5,1,0,8,0,0,0,1,0,0,0,0,522,0,0,1,0,1,2,0,0,1,0,0,18,1,0,13,0,0,0,14,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,6,0,0,5,4,0,0,247.8599999999965,[2037.71337076 5912.8830543 ],1117,107
648,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,1,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,24,0,0,2,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,2,0,1,0,0,0,4,5,0,0,2,0,0,0,0,0,0,0,1,188,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,2,0,0,182.25,[2036.81337076 6613.5330543 ],384,105
649,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,102,0,3,0,1,0,0,2,1,2,0,1,0,126,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,90,0,0,0,1,0,0,0,0,0,8,2,1,0,5,0,1,0,0,2,2,1,0,1,0,4,8,1,1,0,0,0,0,1,5,0,1,0,20,8,0,0,1,2,0,5,1,0,0,0,0,2,84,0,0,0,0,1,1,3,0,2,0,214,1,0,8,0,1,0,0,1,1,3,0,0,0,0,28,0,3,0,0,0,0,0,1,0,0,0,14,1,0,1,2,0,0,4,0,0,0,0,0,2,1,1,0,0,12,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,2,0,3,0,20,0,102,1,0,1,7,2,4,0,0,0,26,3,0,0,8,0,0,0,1,2,1,2,3,818,0,4,3,0,0,1,0,0,0,0,0,4,0,0,0,0,4,1,22,0,1,0,6,0,0,0,1,0,0,0,2,2,0,1,3,0,0,0,0,1,0,16,1,0,2,13,0,0,391.22999999998905,[2040.41337076 6801.6330543 ],1915,99
650,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,6,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,134,0,0,0,0,0,1,1,0,0,0,2,0,0,0,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,2,0,0,0,81.0,[2035.46337076 4994.8830543 ],204,96
651,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0,0,0,0,0,0,2,1,2,0,90,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,96,0,0,0,1,0,0,2,1,0,4,1,2,0,0,1,0,0,0,1,2,0,0,0,0,11,4,1,4,0,3,0,0,1,0,0,0,0,36,6,0,0,1,2,0,4,2,0,0,0,0,0,28,0,1,0,1,4,1,2,0,0,0,30,0,0,4,2,1,0,3,0,0,1,1,0,0,0,22,2,0,0,0,1,0,0,0,0,0,0,7,0,1,0,3,0,1,5,0,0,0,1,2,0,2,1,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,3,0,1,24,0,84,0,0,1,3,0,4,0,0,2,24,0,0,0,8,0,0,0,0,0,0,4,4,438,0,0,1,0,0,2,0,2,0,1,0,10,4,0,26,0,0,0,22,0,0,1,8,2,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,22,1,0,5,2,0,0,356.4000000000033,[2039.96337076 6148.6830543 ],1160,105
652,0,0,0,6,9,1,0,0,1,4,0,1,0,1,1,1,2,8,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,32,0,2,2,3,0,2,2,0,0,4,1,0,100,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,4,0,0,2,1,0,11,2,5,0,0,0,0,1,0,0,0,3,1,0,0,20,19,0,1,0,8,0,0,1,16,0,1,0,12,4,0,0,0,38,0,8,2,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,42,1,0,11,0,2,3,4,0,0,2,3,0,2,0,24,2,0,0,0,0,0,2,0,0,0,0,25,4,1,0,18,0,1,9,0,0,0,1,3,0,0,3,1,0,26,0,0,1,0,0,6,0,0,0,2,0,1,0,9,1,0,0,1,1,15,62,0,160,0,0,6,15,0,1,0,0,0,50,3,0,0,0,0,0,1,0,1,2,11,11,684,0,4,0,0,0,2,1,0,1,0,2,12,0,0,39,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,83,0,1,0,0,0,0,26,1,0,6,8,0,1,629.3699999999817,[2041.31337076 4915.2330543 ],1818,96
653,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,1,0,1,0,0,0,5,0,0,0,2,0,0,0,0,7,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,2,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,5,0,0,3,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,36,0,0,2,7,0,1,0,0,0,16,5,0,0,1,0,0,0,0,0,1,3,3,336,0,0,0,1,1,0,0,0,0,0,1,2,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,4,1,0,0,338.58000000000584,[2040.41337076 4961.5830543 ],604,64
654,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,4,0,0,2,1,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,207.3600000000059,[2039.06337076 5039.8830543 ],130,65
655,0,0,0,8,5,0,0,0,0,0,0,2,0,0,1,1,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,1,1,3,1,0,0,0,0,1,1,2,0,164,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,92,0,0,0,1,0,0,0,1,1,15,1,4,0,1,3,0,0,0,5,2,0,0,0,0,15,10,1,4,0,9,1,0,2,4,1,1,0,18,4,0,0,0,3,0,4,3,1,5,0,2,0,6,0,0,1,1,0,0,6,0,1,0,22,1,0,15,0,2,0,7,1,0,3,0,0,1,0,20,1,3,1,0,0,1,3,0,0,1,0,20,5,2,1,10,0,2,2,0,0,0,2,8,0,2,4,0,1,22,0,0,0,1,0,5,1,0,0,0,0,0,0,6,0,1,0,1,3,3,52,0,104,1,0,2,12,0,0,0,0,0,74,13,10,0,0,0,0,0,0,2,0,0,29,514,1,1,0,0,0,2,0,0,0,0,1,30,3,0,13,0,0,0,26,0,0,0,1,0,1,0,2,0,5,0,3,0,5,0,32,0,0,0,0,0,9,14,0,0,8,3,0,0,323.18999999999204,[2042.21337076 4868.4330543 ],1604,233
656,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,30,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,7,5,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,12,0,0,0,0,1,0,1,0,1,0,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,34,0,52,1,0,0,5,0,4,0,0,0,34,2,0,0,4,0,0,0,0,1,0,0,1,376,0,1,0,0,0,1,0,0,3,0,2,4,5,2,5,2,1,2,8,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,204.12000000000933,[2041.76337076 5424.1830543 ],727,96
657,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,4,0,0,0,14,6,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,2,0,0,0,1,0,1,0,0,0,1,0,20,0,0,0,0,1,0,0,1,0,1,0,4,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,18,0,10,0,2,0,1,0,0,0,0,0,18,1,0,0,5,0,0,0,0,0,1,1,0,390,0,0,0,0,0,0,0,0,0,0,0,72,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,2,0,0,2,2,0,0,157.9500000000006,[2039.51337076 6256.2330543 ],692,107
658,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,12,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5,4,0,0,0,3,1,0,0,4,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,5,2,1,0,2,0,0,1,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,1,14,0,0,0,0,0,1,0,0,0,0,0,18,44,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,1,0,7,0,7,0,0,0,0,1,3,0,1,0,1,0,0,1,133.65000000000123,[2039.51337076 4822.5330543 ],221,224
